Id,SubjectBody,Compound_,Neg,Pos,Mean_,Sum_
4432,colleagues operations center like attention following report received embassy dakar dcm jay smith embassy dakar reports possible forced change leadership guinea bissau reports indicate prime minister gomes chief defense zamora lnduta arrested early indications deputy chief defense responsible arrests navy chief staff liberated compound refugee president reportedly remains office unclear aligned arrested seeking power official americans country approximately private resident americn citizens post checking safety,-0.6705,0.177,0.133,0.0,0.0
4441,know invite list work israel meeting,0.1531,0.0,0.242,1.0,1.0
4442,tech componentfw haiti thank,0.3612,0.0,0.455,1.0,1.0
4445,gibbs pi deployed comments yesterday president karzai troubling cause real concern international partners united states making great sacrifices investing substantial resources defeat al qaeda extremist allies create opportunities afghan people president obama said vital security interests region committed helping afghanistan strong stable prosperous reiterate commitments presidents visit weekend discussing president karzai administration seeking clarification remarks,0.9716,0.081,0.431,0.4,4.0
4449,cc abedin huma,0.0,0.0,0.0,0.0,0.0
4451,piece defamation religion bad http www economist com world international displavstorv cfm story id religion human rights limits freedom faith mar st economist print edition opponents bid muslim states protect religion claim small success dare blasphemers happen christian lobbyists sort favour prayer american classrooms crucifixes italian ones lining secularists battle curb religion role public square camps quiet satisfaction recent vote united nations outcome slim margin defeat march th human rights council hrc geneva based agency exasperates western members voted votes abstentions text lists defamation religion infringement liberty amazing organisation islamic conference oic groups mainly muslim states plus palestine working push resolutions kind general assembly bodies margin smallest opponents think good chance defeating defamation motion time comes oic idea establish principle faiths need protection individuals denies sinister intention article ears oic effort sounds like harmless speak united states commission international religious freedom congressionally mandated body noted logical flaw defamation means harming reputation living person entity implies defame idea religious founder longer physically alive earth critics oic campaign include atheists christians muslims say defamation idea worse hot air far protecting human rights emboldens countries use blasphemy laws criminalise dissent encourages critics countries coming view mexico uruguay argentina zambia south korea voted latest resolution brazil criticised text abstained deeper inside bureaucracy battle religion rages stakes higher ad hoc committee mulling ways amend extend convention racial discrimination certain states want language fuse categories race faith want new convention protocol existing secularists broad sense people including believers oppose idea faith privileged access power alarming non binding resolutions defamation bad treaty race plus religion legal force signatories heart theocrats hrc latest discussion effort march algerian oversees project keen plough ahead countries like switzerland japan mexico argentina france retorted better enforce existing norms dream new ones efforts widen racism accord resume new chairman late year critics relieved stalled theocrats focus harder adding racism charter face real risk defeated defamation view roy brown geneva spokesman international humanist ethical union christian inspired ngo european centre law justice denouncing abuse blasphemy laws oic member states fair point easy case make example pakistan complaints blasphemy registered police pakistan year says country independent human rights commission theory blasphemy punishable death penalty handed carried worst hit law minorities like christians ahmadis group claim muslim rejected pakistani state abuse law rife islamist general tightened rules law invoked disputes property say faith vulnerable people religious minorities continue charged blasphemy said ali dayan hasan researcher human rights watch campaign group people convicted rarely used instrument political social coercion convictions occur lead long jail terms pre trial detention years pakistan parliament revising constitution left intact religious bits despite vow ruling party review blasphemy laws indonesia stepped liberalise blasphemy regime pakistani streets law dire effects january village punjab province ahmadis labourer children charged blasphemy supposedly written prophet muhammad wall mosque toilet children bars nearly months till charge quashed september young pakistani christian accused throwing koran drain real crime affection muslim woman mob torched church christians flee taken jail died days later family alleged torture authorities claimed suicide mayhem funeral country christians picture appalled places defamation faith threatens rights measures supposedly defend economist limits freedom faith,-0.9378,0.195,0.17800000000000002,-0.23076923076923078,-21.0
4454,cc sullivan jacob sullivanjj state gov friday april abedin huma,0.0,0.0,0.0,0.0,0.0
4458,waiting nora jackie shaun wife camilla welcome join sunday joe wilson coming cut film valerie starring sean penn joe film ni beneficial effect good happy st pat sid sent cingular xpress mail blackberryre fyi sid,0.9246,0.045,0.354,1.0,4.0
4463,cc abedin huma happy chat convenience,0.5719,0.0,0.425,1.0,2.0
4465,outo office monday april th checking mail periodically need immediate assistance office autoreply strategic dialogue press coverage,0.0,0.0,0.0,0.0,0.0
4466,german fm westerwelle sir reg empey peter robinson martin mcguinness staff says wants talk today catherine ashton potentially today condi rice pushed weeklatest list today,0.0,0.0,0.0,0.0,0.0
4472,madam secretary addition moving sir reg empey ops confirmed uk minister robinson regards courtneyuk minister robinson confirmed availability est,0.0,0.0,0.0,0.0,0.0
4480,sbwhoeop monday april uk election called sid gordon going election tomorrow going week sid labour uii win seats eneral election poll shows guardian icm poll reveals gap main parties points closest icm poll years julian glover aardian uk monday april bst article history lbr fighting chance winning seats general election according guardian cm poll published today findings suggest tory hopes defining breakthrough overplayed gap main parties points closest cm poll years labour support climbed points icm poll carried guardian week conservative backing dropped labour best icm rating december tories worst february uniform national swing figures leave labour seats short overall majority tories perform better average marginal seats people expect david cameron struggle establish secure parliamentary basis power party left dependent fiber democrats poll week despite decline lib dems pleased strength position going election party seven year icm polls support parties peaked spring european elections fallen start election campaign likely polling british politics today figures treated caution unless confirmed surveys polls late week suggested conservative lead grown shrunk research affected easter holidays voters away home results suggest labour chances written events leaders debates prove decisive coming weeks today poll suggests people planning watch debate saying plan watch voters said watch icm survey asked voters switch away choice party instead labour tory support equally solid overall labour supporters say definitely labour tories say stick choice party lib dems loyal sure end giving nick clegg vote leaves quarter main party supporters considering backing party proportion lib dems conservatives saying vote labour instead doubled icm asked question earlier year icm figures suggest maximum potential vote labour conservatives definite supporters plus potential switchers running neck neck lib dem maximum realistically labour unlikely beat share today poll suggesting shed points surprise nonetheless play contest begins icm research interviewed random sample adults aged telephone april interviews conducted country results weighted profile adults cm member british polling council abides rules,0.9972,0.037000000000000005,0.258,0.2727272727272727,6.0
4481,public acknowledgement said consistent engagement highest levels actually works ibrahim ceo geo major figure pakistani media circles impact,0.4588,0.0,0.15,1.0,2.0
4484,carlos mchale judith mchaleja state gov thursday march pascual carlos mexico city williams james mexico city dickson john castillo raymond mills cheryl sullivan jacob dimartino kitty douglas walter macmanus joseph strategic communications let say shocked news weekend know difficult time mission thoughts good conversation jim williams strategic communications initiative wanted bring speed thinking things stand keith based discussions excellent paper jim prepared think critical areas need address work counterparts mexican government help develop capacity handle communications aspects drug initiative effectively develop process ensuring gom usg clear coordinated consistent messaging aspects initiative increase public awareness mexico merida based report got inr week little awareness understanding program mexico contributions usg work gom develop going effective communications strategy levels provide people country information directly relevant need navigate way crisis example going community local authorities programs available schools increasingly come believe lack sort personally relevant information time crisis increases public anxiety contributes overall sense things control begun focus issue worked haiti year pakistan provide people steady stream information use using wide array communications tools deliver messages allows information delivered granular local personal way benefit approach helps balance steady stream gruesome news traditional media work private sector mexico develop broad based psa campaign increase awareness initiative maintain public support effort increase awareness mexico usg efforts combat drug use keith reached number associates bda unfortunately met resistance bda taking project personal safety issue biggest concern believe able overcome degree ideas discuss speak meantime reached pat mitchell paley center believes able help engage private sector plan action place finally regard week trip jim feels better come mexico late april week agenda happy works best keith prepared come week april let know judth,0.9858,0.073,0.188,0.21212121212121213,7.0
4500,cool tell shaun ni vote,0.3182,0.0,0.365,1.0,1.0
4506,fyi trafficre bbc mail clinton scorns entrenched cuba,0.2023,0.0,0.205,0.0,0.0
4507,know speaking roza otunboyeva interim leader kyrgyzstan interesting mention know commitment microcredit instrumental bringing finca kyrgyzstan trip saw difference making lift women families country head delegation beijing foreign minister time strong statement gender equality transformative power microcredit think overseas post visited kyrgyz think met know complicated situation use base potential jeopardy thought info useful way assuming manages hold lithuania russia egypt later today kyrgyzstan,0.8126,0.042,0.156,0.42857142857142855,3.0
4508,lee ifw poland sitrep,0.0,0.0,0.0,0.0,0.0
4510,fyi sure timing terrible news poland ground reachable convenience albright otunbayeva,0.0,0.204,0.27,0.3333333333333333,1.0
4511,cuba question night ill timed update cuba leaders want normal ties clinton,-0.3612,0.19899999999999998,0.092,0.0,0.0
4512,ok statement statement secretary death polish president kaczynski delegation join president obama offering deepest condolences people poland kaczynski family families killed tragedy lost alongside president kaczynski wife polish leaders political spectrum men women shaped sped poland post democratic transformation leading poland promising future tragedy lives cut short felt deeply world legacy live free flourishing poland united states stands polish people difficult hour like country led president kaczynski america valued trusted allies known united states champion democracy oppressive regime man journey took gdatisk shipyards presidency free people president kaczynski unstinting advocate freedom human rights poland world long remembered sorely missed polish people endured share sorrow shown resilience resolve face adversity know pull solidarity grieve loss thoughts prayers people poland today,0.2023,0.23,0.247,-0.04,-1.0
4514,meeting embassy folks report dinner later confidence afghanistan analysis,0.5106,0.0,0.292,1.0,1.0
4523,abedin huma abedinh state gov monday april ap northern ireland picks justice minister peace landmark ap northern ireland picks justice minister peace landmark,0.9371,0.0,0.491,1.0,2.0
4529,depart private residence en route washington convention center arrive washington convention center bilateral hsien loong lee singapore bilateral room washington convention center camera spray bilateral fm mourad medelci algeria bilateral room washington convention center camera spray morning session nuclear security summit plenary room washington convention center bilateral turkish fm davutoglu bilateral room washington convention center camera spray bilateral egyptian fm aboul gheit bilateral room washington convention center camera spray bilateral fm taieb fassi fihri morocco bilateral room washington convention center camera spray bilateral foreign minister kasit thailand bilateral room washington convention center camera spray host working lunch energy sec chu members delegations dining room washington convention center plutonium disposition agreement signing russian fm sergey lavrov room press bfg rm washington convention ctr potus pull aside prime minister erdogan turkey miniature bilateral room outside plenary session washington convention center camera spray al iernoon plenary session nuclear security summit plenary room washington convention center bilateral chilean fm moreno bilateral room washington convention center camera spray bilateral brazilian fm amorim bilateral room washington convention center camera spray bilateral prime minister dung vietnam bilateral room washington convention center camera spray bilateral pres dent sargsian armenia bilateral room washington convention center camera spray pull aside foreign sec david miliband bilateral room washington convention ctr camera spray potus bilateral german chancellor angela mericel room washington convention center camera spray depart washington convention center en route seasons hotel arrive seasons hotel bilateral pakistani prime minister gilani room fourth floor seasons hotel camera spray depart seasons hotel en route private residence arrive private residence heads delegation luncheon leaders dining room potus press conference press room washington convention center nuclear security summit closing reception room tbd washington convention center,0.8885,0.0,0.043,-1.0,-1.0
4530,fyi time allowed privatization retail sector exclusive cuba handing beauty barber shops workers mon apr st marc frank havana reuters communist cuba turning hundreds state run barber shops beauty salons employees country appears start long expected revamping state retail services president raul castro measure marks time state run retail level establishments handed employees nationalized barbers hair dressers telephone interviews number cities weekend said rent space work pay taxes instead receiving monthly wage employees wish rent offered jobs retirement,0.91,0.016,0.171,1.0,3.0
4531,reuters bomb defused ireland dissidents step attacks,-0.7269,0.55,0.0,-1.0,-3.0
4532,sbwhoeop saturday march fyi sid uri avnery israeli analyst activist privately circulating analysis today consequence petraeus run republican putin bring big dogs like merkel cheers sid uri avnery doomsday weapon commonplace say people learn history condemned repeat mistakes years ago jews province called palaestina launched revolt roman empire retrospect looks like act madness palestine small insignificant world wide empire crushing victory rival power parthian empire persia major rebellion britain chances jewish revolt god knows going mind zealots eliminated moderate leaders warned provoking empire gained sway jewish population country relied god relied jews rome believed influence senate restrain emperor nero heard nero weak fall know ended years rebels crushed jerusalem fell temple burned zealots committed suicide masada zionists try learn history acted rational way provoke great powers endeavored situation attain possible accepted compromises compromise served basis surge forward cleverly utilized radical stance adversaries gained sympathy world beginning occupation mind clouded cult masada dominant divine promises start play role public discourse large parts public following new zealots phase repeating leaders israel starting rebellion new rome began insult vice president united states developing far bigger mouse given birth elephant lately ultra right government jerusalem started treat president barack obama thinly veiled contempt fears arose jerusalem beginning term dissipated obama looks like paper black panther gave demand real settlement freeze time spat remarked raining ostensibly quite suddenly measure obama vice president senior assistants condemn netanyahu government growing severity secretary state hillary clinton submitted ultimatum netanyahu stop settlement activity east jerusalem included agree negotiate core problems conflict including east jerusalem surprise complete obama crossed rubicon egyptian army crossed suez canal netanyahu gave order mobilize reserves america forward diplomatic tanks jewish organizations commanded join campaign aipac blew shofar ordered soldiers senators congressmen storm white house decisive battle joined israeli leaders certain obama defeated unusual noise heard sound doomsday weapon man decided activate foe new kind david petraeus popular officer united states army star general son dutch sea captain went america country overrun nazis stood early childhood west point distinguished cadet army command general staff college combat commander reaped plaudits wrote doctoral thesis lessons vietnam princeton served assistant professor international relations military academy mark iraq commanded forces mosul problematical city country concluded order vanquish enemies win hearts civilian population acquire local allies spend money ammunition locals called king david success considered outstanding methods adopted official doctrine american army star rose rapidly appointed commander coalition forces iraq soon chief central command army covers middle east israel palestine belong american command europe person raises voice american people listen respected military thinker rivals week petraeus conveyed unequivocal message reviewing problems aor area responsibility includes afghanistan pakistan iran iraq yemen turned called root causes instability region list topped israeli palestinian conflict report armed services committee stated enduring hostilities israel neighbors present distinct challenges ability advance interests aor conflict foments anti american sentiment perception favoritism israel arab anger palestinian question limits strength depth partnerships governments peoples aor weakens legitimacy moderate regimes arab world al qaeda militant groups exploit anger mobilize support conflict gives iran influence arab world clients lebanese hizballah hamas content petraeus sent officers present conclusions joint chiefs staff words israeli palestinian peace private matter parties supreme national usa means sided support israeli government impose state solution argument new experts said past immediately attacks wrote similar vein prophesied change policy happen stated official document written responsible american commander netanyahu government immediately went damage limitation mode spokespersons declared petraeus represents narrow military approach understand political matters reasoning faulty people jerusalem break cold sweat known pro israel lobby dominates american political limits american politician senior official mortally afraid slightest deviation strict aipac line tantamount political suicide armor political goliath chink like achilles heel immense pro israel lobby vulnerable point touched neutralize power illustrated jonathan pollard affair american jewish employee sensitive intelligence agency spied israel israelis consider national hero jew duty people intelligence community traitor endangered lives american agents satisfied routine penalty induced court impose life sentence american presidents refused requests successive israeli governments commute sentence president dared confront intelligence chiefs matter significant affair reminiscent famous words sherlock holmes dogs bark aipac bark entire american jewish community fell silent raised voice poor pollard american jews ready government israel exception appears hurt security united states flag security hoisted jews like americans snap attention salute damocles sword suspicion disloyalty hangs heads ultimate nightmare accused putting security israel ahead security important repeat endlessly mantra interests israel identical comes important general army says policy present israeli government endangering lives american soldiers iraq afghanistan said remark military document widely aired sword drawn scabbard american jews started tremble distant rumble approaching earthquake week netanyahu brother law used doomsday weapon declared obama anti semite official newspaper shas party asserted obama really muslim represent radical right allies argue speech writing hussein obama jew hating black beaten coming congressional elections presidential ones important poll israel published yesterday shows israeli public far convinced insinuations vast majority believes obama treatment israel fair obama got higher marks netanyahu obama decides fight activate doomsday weapon accusation israel puts lives american servicemen risk catastrophic consequences israel time shot bow warning shot fired warship order induce vessel follow instructions warning clear present crisis damped inevitably flare long present coalition israel stays power movie hurt locker awards entire american public united concern lives soldiers middle east public convinced israel sticking knife disaster netanyahu,-0.9825,0.193,0.17300000000000001,-0.2846715328467153,-39.0
4533,shaun writes polls tomorrow massive support ni hc agreement thirds uup voters support agreement devolution reg isin effect totally detached danger longer leading party sent cingular xpress mail blackberrynew polls ni,0.8413,0.124,0.33,0.5,2.0
4534,sbwhoeop tuesday april poll holds labour majority st debate thu sid print page times online april tory lead narrows amid huge voter disenchantment times poll finds olmage peter riddell general election race tightening according populus poll times reveals deep public disenchantment campaign far poll undertaken yesterday morning says voters hoping hung parliament tory labour outright victory conservative support slipped points past week cent labour point cent liberal democrats unchanged cent polls tend fluctuate couple points way shifts margin error average new polls pointing firming labour support party enjoyed small boost manifesto launch tory strategists hope achieved boost manifesto launch today populus figures repeated general election weeks time uniform switch votes labour largest single party mps ahead tories lib dems point lab lib dem coalition analysts expect uniform national swing latest poll shows cent public hope hung parliament opposed expecting cent wanting tory majority cent labour lib dem voters prefer deal labour tories hung parliament cent public evenly split cent want labour tories majority minority government poll shows number expecting tory overall majority risen points cent past week exceeds number expecting hung parliament cent points compared week ago overall cent expect tories largest party cent expecting labour public deeply sceptical honesty parties cent think completely honest tax plans cent partly honest cent say completely honest cutting deficit cent partly honest cent say completely honest extent fund policies cutting waste cent partly honest voters asked say party proposed key manifesto pledges wrongly identified reducing increase national insurance contributions naming labour tories allowing unsuccessful schools hospitals police tories labour tightening takeover rules tories labour requiring foreign workers employed public services speak fluent english tories labour case year tax break half voters cent correctly identify party making proposal cases pledge make little difference people votes apart labour foreign workers language pledge doubling paid paternity leave allowing takover unsuccessful schools hospitals fifths cent including cent women say parties know asked party putting convincing cases voters compares cent naming tories cent labour half public cent plan watch televised leaders debate thursday evening men middle class professionals likely say view fifths cent expect david cameron win debate cent gordon brown tories cent labour voters cent expect leader win fifths public cent point week ago say like change labour sure time change conservatives cent point think time change tories populus interviewed random sample adult voters april interviews conducted country weighted representative adults details www populus uk contact advertising team advertising sponsorship times online times sunday times place advertisement times online services dating jobs pro_pertv search used cars hoeiden births marriages deaths subscriotionq paper news international associated websites milkround giobrix copyright times newspapers service provided times newspapers standard terms conditions read privacy policy inquire licence reproduce material times online times sunday times click website published member news international group news international limited virginia st london xy holding company news international group registered england vat number gb,0.9968,0.040999999999999995,0.172,0.24324324324324326,9.0
4535,spoke gordon screwed business national insurance tax strings pulled peter cameron manifesto launch good dogs really wary dog food times poll tonight peter gunning david job david aware security conf boffo sent cingular xpress mail blackberryre poll holds labour majority st debate thu sid,0.2732,0.065,0.107,-0.3333333333333333,-1.0
4537,madam secretary jake asked send brief update effort create internal usg website housing interagency information attitudes concerns media habits foreign audiences following memo inr sent subject february inr working interagency create initial country pages indonesia iraq afghanistan pakistan iran yemen website addition background information country relationship united states page focus providing date information local audiences view united states analysis mediums local audiences news pages include list effective messaging themes resonate target audiences country coming weeks inr receiving interagency feedback initial draft web pages seeking guidance additional countries covered hope page evolve time based user feedback let know like information thanks mike michael fuchs artment stateupdate interagency sharing foreign audience research,0.9682,0.0,0.192,0.5,2.0
4538,arrive state department presidential daily briefing secretary office daily small staff meeting secretary office daily senior staff meeting secretary conference room weekly meeting regional bureau secretaries deputy secretary conference room private meeting secretary office prep session potus meeting secretary office depart state department en route iglesias conference center arrive iglesias conference center keynote remarks energy climate partnership americas epca ministerial luncheon inter american development bank idb depart iglesias conference center en route state department arrive state department pre brief turkish bilat jake sullivan secretary office bilateral turkish fm ahmet davutoglu secretary conference room camera spray treaty room preceding office time secretary office phone norwegian fm jonas stoere secretary office office time secretary office remarks department advisory committee international economic policy aciep room interview daniel dombey financial times secretary office meeting phil goldberg secretary office meeting speech writing team secretary office office time secretary office depart state department en route hotel arrive hotel remarks dedication daniel abraham center middle east peace hotel altitude ballroom roof level depart hotel en route private residence arrive private residence,0.6808,0.0,0.032,1.0,1.0
4539,proposed statement hour pakistanis arrested adam gadhan american al qaeda spokesman statement secretary clinton iraqi national elections congratulate people iraq participated national elections today past days better rebuke violent extremists seek derail iraq progress thoughts prayers families lost friends loved ones salute determination iraqi people reaffirm commitment democracy charting future free fear intimidation thanks efforts iraq high electoral commission iraqi security forces organized voting ensured security thousands polling sites country iraqi men women parts country able polls choose leaders freely like commend ambassador hill general odierno civilian military personnel supported historic effort iraqis chosen new government lead country critical time coming months work iraqi leaders partnership continues transition primarily civilian focus goal building long term relationship nations relationship contribute stability middle east growing peace prosperity iraq iraq,0.9781,0.11599999999999999,0.281,0.391304347826087,9.0
4540,fyifw pakistan,0.0,0.0,0.0,0.0,0.0
4542,fyius troops withdrawing en masse haiti,0.0,0.0,0.0,0.0,0.0
4544,wjc met opposition senators hours yesterday haiti ihrc passed work gs cdmapproval,0.0,0.0,0.0,0.0,0.0
4553,point cdm mills cheryl millscd state gov saturday april haiti reason declassify,0.0,0.0,0.0,0.0,0.0
4558,fy ft civilians battle help afghanistan,0.0258,0.28,0.29,0.0,0.0
4561,coming soon vp israel speech,0.0,0.0,0.0,0.0,0.0
4563,uup policing meeting mcguinness breaks minutes latest row comes eve critical vote stormont assembly transfer justice powers london belfast henry mcdonald ireland correspondent quardian uk monday march gmt article history meeting ulster unionists northern ireland deputy minister aimed securing party support devolution policing justice broke acrimony evening encounter martin mcguinness uup delegation lasted minutes stormont latest row comes eve critical vote stormont assembly transferring justice policing powers london belfast uup indicated support act devolution believe entire power sharing executive dysfunctional sir reg empey uup leader told guardian month party support transfer powers unless obtained concessions education specifically retention academic selection grammar schools following aborted meeting today uup released statement condemning mcguinness peter robinson minister leader rival democratic unionist party uup claimed ejected deputy minister office uup spokesman said ill tempered deputy minister attempted aggressively lecture ulster unionist party policing justice ridiculously accused anti agreement party delegation robustly reminded deputy minister party brought power sharing government stormont quite clearly dissent disagreement unacceptable sinn fein unfortunately mr mcguinness party voting motion disagrees basic normal democratic politics spokesman added mcguinness angry aggressive attempt lecture uup wholly unacceptable challenged tone meeting broke uup lectures commitment devolution martin mcguinness sinn fein understands power sharing small wonder northern ireland executive dysfunctional dup sinn fein press ahead vote highly likely leader centrist non sectarian alliance party david ford justice minister northern ireland sdlp transfer policing justice powers assembly tomorrow nationalist party angry offered justice ministry rules governing hand ministries power sharing government sdlp officially entitled choose ministry party opposes appointment ford justice minister support transfer powers want seen continue power sharing arrangement congress warns cameron danger failed ulster police deal yes vote hillsborough agreement policing criminal justice powers devolved belfast month nicholas watt chief political correspondent guardian uk sunday march gmt article history secretary state hillary clinton said concerned cameron apparent failure exert pressure uup partners photograph karim jaafar afp getty images david cameron given stark warning washington dissident terrorists emboldened intensify attacks northern ireland millions dollars investment threatened fails persuade tories ulster unionist partners endorse final stage peace process sign deep unease washington tories electoral pact uup bipartisan group congress members demanded cameron aggressively encourage partners endorse deal vote northern ireland assembly tuesday defining moment peace process crucial political parties speak voice shared future members congress wrote private letter cameron unanimous vote said province elected officials sending wrong message people represent world dissidents trying destabilise political institutions turn clock dissidents continue emboldened sense political unanimity way forward challenge bringing good jobs northern ireland difficult potential investors believe political stability letter congressional leaders million strong irish american community passed guardian crucial vote month hillsborough agreement sinn fein democratic unionists yes vote policing criminal justice powers devolved belfast month british government dubbed final piece jigsaw good friday agreement congressmen women views reflect private misgivings secretary state hillary clinton wrote cameron learning electoral partners northern ireland voicing doubts endorsing deal clinton said alarmed cameron failed bothered warn uup dangers obstructing deal tory source said david cameron consistently clear support devolution policing criminal justice powers welcomed agreement dup sinn fein final details parties executive working party coalition decide hope tuesday outstanding issues solved hillsborough agreement brokered month endorsed uup largest party northern ireland says change consent nationalist unionist communities assembly sir reg empey uup leader architects good friday agreement meet party executive tomorrow night decide vote deal passed tomorrow support uup dup assembly members account unionist bloc fears washington vote uup seen moribund force cameron breathed new life destabilise members dup undermine support devolution policing criminal justice powers eyes northern ireland countdown crucial peace vote hillary clinton white house congressional leaders look yes vote belfast nick watt guardian hours tomorrow united states turn attention northern ireland democratic republican leaders watching mainstream political parties endorse final stage implementation good friday agreement devolution policing criminal justice powers sir reg empey leader ulster unionist party meeting executive tonight decide vote yes empey severe doubts deal sinn fein democratic unionist party policing criminal justice powers devolved belfast month key nationalist demand return long standing unionist demand review way contentious parades run intense pressure placed empey fall line hillary clinton secretary state taken keen northern ireland peace process launched early days husband presidency spent minutes talking empey phone according bbc northern ireland transatlantic pressure brought bear irish sea reported morning group bipartisan congressmen written david cameron asking use influence uup recently formed electoral pact tories vote yes unease congress members shared hillary clinton said believe cameron advised follow example john major respected impartial referee concerns raise questions claims private recently william hague shadow foreign secretary saying despite political differences forging strong bond clinton sides need careful tories support deal sinn fein dup believe ministers need careful frightening uup political pressure government morning trumpeting poll commissioned showed overwhelming support uup voters yes vote slugger toole notes debate methodology feels like government want uup vote draw gordon brown beloved dividing lines say blame going wrong tory tells latest news ni empey dumpty sid,0.9989,0.141,0.253,-0.25,-24.0
4565,congress warns cameron danger failed ulster police deal yes vote hillsborough agreement policing criminal justice powers devolved belfast month david cameron given stark warning washington dissident terrorists emboldened intensify attacks northern ireland millions dollars investment threatened fails persuade tories ulster unionist partners endorse final stage peace process sign deep unease washington tories electoral pact uup bipartisan group congress members demanded cameron aggressively encourage partners endorse deal vote northern ireland assembly tuesday defining moment peace process crucial political parties speak voice shared future members congress wrote private letter cameron unanimous vote said province elected officials sending wrong message people represent world dissidents trying destabilise political institutions turn clock dissidents continue emboldened sense political unanimity way forward challenge bringing good jobs northern ireland difficult potential investors believe political stability letter congressional leaders million strong irish american community passed guardian crucial vote month hillsborough agreement sinn fein democratic unionists yes vote policing criminal justice powers devolved belfast month british government dubbed final piece jigsaw good friday agreement congressmen women views reflect private misgivings secretary state hillary clinton wrote cameron learning electoral partners northern ireland voicing doubts endorsing deal clinton said alarmed cameron failed bothered warn uup dangers obstructing deal tory source said david cameron consistently clear support devolution policing criminal justice powers welcomed agreement dup sinn fein final details parties executive working party coalition decide hope tuesday outstanding issues solved hillsborough agreement brokered month endorsed uup largest party northern ireland says change consent nationalist unionist communities assembly sir reg empey uup leader architects good friday agreement meet party executive tomorrow night decide vote deal passed tomorrow support uup dup assembly members account unionist bloc fears washington vote uup seen moribund force cameron breathed new life destabilise members dup undermine support devolution policing criminal justice powers guardian,0.9892,0.17,0.266,-0.18181818181818182,-8.0
4566,jon printed new draft mins ago speech,0.0,0.0,0.0,0.0,0.0
4570,george bush david cameron derail northern ireland peace process exclusive president urges cameron rein unionist partners nicholas watt quardian uk monday march gmt article history president george bush called david cameron concerns northern ireland peace process photograph andrew parsons pa president george bush direct plea david cameron support northern ireland peace process amid widespread concern tories new electoral pact ulster unionists active intervention leaving white house bush took rare step calling conservative leader ask use influence press unionist partners endorse final stages year search settlement bush took close peace process years white house telephoned cameron friday ask plead uup leader sir reg empey endorse deal vote tomorrow northern ireland assembly democrats republicans fear peace process undermined ulster unionist party northern ireland largest party governed province direct rule imposed votes devolution policing criminal justice powers belfast uup votes scupper deal white house fears vote uup undermine support settlement democratic unionist party wider unionist community cameron faced intense pressure recent months decision form electoral pact uup provide crucial support general election leads hung parliament pact prompted fears washington cameron abandon handed approach northern ireland adopted john major early years peace process guardian understands white house concerned economic envoy northern ireland declan kelly persuaded bush intervene president telephoned cameron ask use influence persuade empey vote deal feeling conservative conservative conversation right way said source familiar transatlantic negotiations conversation borne concern empey holding source familiar contact said active thing george bush post presidency period incredibly restrained diplomatic leaving white house maintained radio silence source familiar thinking northern ireland sides atlantic added fact george bush decided intervene really significant interested peace process president appointed envoy general sign concerned people david cameron tory source said george bush conversation david cameron positive conversation david underlined commitment agreement said support said force sir reg vote george bush thanked david said engaged disclosure bush intervention came empey met executive party tonight decide endorse deal brokered month hillsborough castle sinn fein democratic unionists policing criminal justice powers devolved belfast month uup leader minister employment learning party power sharing executive believes foolish devolve final set powers coalition struggling function sign empey unease endorsing deal meeting uup sinn fein deputy minster martin mcguinness broke minutes tonight white house political leaders spectrum watching developments care hillary clinton secretary state today pleaded empey minute telephone support deal group congress members wrote cameron month issue stark warning dissident terrorists emboldened intensify attacks fails persuade tories partners endorse final stage peace process fyi broke guardian sid,0.9940000000000001,0.106,0.21100000000000002,-0.07407407407407407,-4.0
4574,sullivan jacob sullivanii state gov tuesday march libya thinking thing jeff latest missive night,0.0,0.0,0.0,0.0,0.0
4575,rogerre libya,0.0,0.0,0.0,0.0,0.0
