playerShort,,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,refCount,refCountryCount,meanIAT,seIAT,meanExp,seExp,color_rating,meanIAT_nIAT,meanExp_nExp,meanIAT_GameNbr,meanExp_GameNbr,meanIAT_cards,meanExp_cards
marc-stendera,22015,marc-stendera,Marc Stendera,Eintracht Frankfurt,Germany,10.12.1995,171.0,64.0,Attacking Midfielder,37,16,6,15,11,9,0,0,29,6,0.3431450285793326,0.00010540332163920874,0.38066480950614917,0.0005478687292947994,1,0.3375574559077561,0.3447027333765211,0.34363839083806974,0.38420268483174325,0.673256325285442,0.6719337848006021
marc-valiente,2811,marc-valiente, Marc Valiente,Real Valladolid,Spain,29.03.1987,184.0,71.0,Center Back,165,54,52,59,4,28,1,1,50,6,0.36848381987523227,0.0003278052362279852,0.5924559370815472,0.001993192774058512,2,0.36558866945081625,0.5716958949740374,0.36946638985022057,0.5895575011012119,0.36989359418717205,0.5882973115445439
marc-wilson,2110,marc-wilson,Marc Wilson,Stoke City,England,17.08.1987,188.0,80.0,Center Back,200,71,48,81,2,34,0,1,53,20,0.3422073992581963,5.272107550716758e-05,0.4585216642816437,0.0002449530690250962,1,0.32744221531631396,0.3622871265379277,0.3308018783425642,0.38349572931155557,0.0,0.0
marc-ziegler,5403,marc-ziegler,Marc Ziegler,VfB Stuttgart,Germany,13.06.1976,194.0,85.0,Goalkeeper,185,75,46,64,0,6,0,0,76,15,0.3410421414020833,9.764182273023521e-05,0.39875491904362625,0.0004871779417748757,2,0.33550968480435345,0.3530252284220613,0.3386107262210562,0.37312319746184697,0.0,0.0
marcel-de-jong,11611,marcel-de-jong,Marcel de Jong,FC Augsburg,Germany,15.10.1986,174.0,73.0,Left Fullback,217,74,60,83,9,37,1,0,72,17,0.3420629269387925,0.0008832909285750555,0.4067581196853334,0.004251575592021998,1,0.32795171988752864,0.45531228390416195,0.345648610867204,0.4112055086543278,0.0,0.0
marcel-halstenberg,8605,marcel-halstenberg,Marcel Halstenberg,Borussia Dortmund,Germany,27.09.1991,186.0,82.0,Center Back,167,76,36,55,11,24,1,1,104,1,0.33662816264272116,5.454025113076394e-05,0.33596689240030053,0.00022506163657901688,1,0.33662816264272166,0.33596689240030103,0.3366281626427208,0.3359668924003006,0.0,0.0
marcel-schaefer,1761,marcel-schaefer,Marcel Schäfer,VfL Wolfsburg,Germany,07.06.1984,184.0,75.0,Left Fullback,366,163,79,124,22,23,1,0,75,20,0.34368967638212194,0.00014695648181099898,0.40038497345747565,0.0006543806511661355,2,0.33875973777374585,0.35814579102954186,0.33828895958203437,0.3511995242521274,0.0,0.0
marcel-schmelzer,626,marcel-schmelzer,Marcel Schmelzer,Borussia Dortmund,Germany,22.01.1988,181.0,74.0,Left Fullback,261,149,60,52,4,31,1,1,89,25,0.34707619406667406,0.0010146146331116398,0.4381952289864608,0.004833947898928483,1,0.3354717450183624,0.3638043642987355,0.34095963796069106,0.38071191895426904,0.0,0.0
marcell-jansen,1762,marcell-jansen,Marcell Jansen,Hamburger SV,Germany,04.11.1985,191.0,89.0,Left Midfielder,327,145,76,106,30,32,0,0,97,35,0.3522918829957483,0.0002034866936385456,0.48119853812312346,0.0011518793501459194,1,0.329635928981057,0.442489877336579,0.3425362024575965,0.3911753977611427,0.0,0.0
marcelo_5,431,marcelo_5, Marcelo,CF Badalona,Spain,08.10.1993,192.0,81.0,Center Back,25,12,5,8,0,7,0,1,22,2,0.37058398301725143,0.00024099927805031112,0.6006215521553466,0.0010649675084777033,3,0.37010810824846724,0.59206911062155,0.3705011363576418,0.5991426432820502,0.36989359418717205,0.5882973115445439
marchena,1363,marchena, Marchena,Deportivo La Coruña,Spain,31.07.1979,183.0,78.0,Center Back,509,250,130,129,20,144,10,4,171,43,0.3567674070894171,0.0002915983579557669,0.541842881867792,0.0013746796498285638,2,0.338473343384386,0.41978983574086115,0.36421173456080025,0.5663166454461181,0.334683895844357,0.336100963135171
marco-caligiuri,4353,marco-caligiuri,Marco Caligiuri,1. FSV Mainz 05,Germany,14.04.1984,180.0,75.0,Defensive Midfielder,240,86,63,91,13,25,0,0,73,2,0.3371692449137632,5.8750736435091895e-05,0.3381913162713033,0.00024316883839693766,2,0.33666875771547194,0.3361381091078656,0.33679274183349617,0.33664348799439786,0.336628162642721,0.33596689240030103
marco-estrada,4707,marco-estrada,Marco Estrada,Montpellier HSC,France,28.05.1983,175.0,71.0,Defensive Midfielder,201,109,32,60,20,55,1,1,77,28,0.3482577107317997,0.00040381463853262885,0.5297315569331035,0.002287201836480948,1,0.32760279331894593,0.4583555295205556,0.3447275864558635,0.5228350769230589,0.0,0.0
marco-hoeger,1764,marco-hoeger,Marco Höger,FC Schalke 04,Germany,16.09.1989,186.0,78.0,Defensive Midfielder,134,71,28,35,16,23,0,0,55,13,0.3469670185476186,0.00013551007731899773,0.42557747124683426,0.0006507029963745815,1,0.3363906880279348,0.358294740818488,0.34125365666726853,0.37636240301364193,0.355498137405798,0.517225106182161
marco-reus,627,marco-reus,Marco Reus,Borussia Dortmund,Germany,31.05.1989,180.0,67.0,Left Winger,270,126,60,84,98,35,0,0,76,17,0.3414183057606891,0.0009405350997820634,0.3862127247480897,0.0043934890238690365,1,0.3338100079924693,0.3549643941979043,0.3385126662206615,0.3600730995460141,0.0,0.0
marco-russ,5227,marco-russ,Marco Russ,VfL Wolfsburg,Germany,04.08.1985,190.0,75.0,Center Back,252,91,67,94,19,53,1,1,40,11,0.340617915141582,0.00032216238913532766,0.390608529909197,0.0014080643959839714,1,0.3351484068931022,0.35077416215906804,0.33726145669015933,0.3446401681953639,0.0,0.0
marco-terrazzino,4354,marco-terrazzino,Marco Terrazzino,SC Freiburg,Germany,15.04.1991,176.0,74.0,Center Forward,118,38,28,52,21,8,0,0,78,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901707,2,0.3366281626427216,0.33596689240030103,0.3366281626427209,0.3359668924003007,0.0,0.0
marco-verratti,2817,marco-verratti,Marco Verratti,Paris Saint-Germain,France,05.11.1992,165.0,60.0,Attacking Midfielder,144,86,28,30,2,40,4,1,60,17,0.358923132847799,0.000274152564913171,0.45264092011872253,0.0012235988222145762,2,0.3432127092578647,0.39534345309599195,0.35881941872629614,0.440312951310587,0.0,0.0
marcos-antonio,502,marcos-antonio, Marcos António,1. FC Nürnberg,Germany,25.05.1983,187.0,87.0,Center Back,137,53,41,43,3,25,0,0,73,11,0.3704061641695995,0.0005946508399756436,0.6500914308553207,0.002799489311823417,3,0.347707066501909,0.4804983485525547,0.3777741681272901,0.7330535343032867,0.38508214844891997,0.8594306049822059
marcus-berg,513,marcus-berg,Marcus Berg,Hamburger SV,Germany,17.08.1986,184.0,76.0,Center Forward,241,119,52,70,94,26,0,1,109,31,0.3499272534765633,0.0002170116373193891,0.5048911322806523,0.0011678541899393,2,0.3391722826648389,0.4030738122103634,0.34816181072298535,0.45765732121706826,0.0,0.0
marek-grosse,14160,marek-grosse,Marek Große,Hannover 96,Germany,11.04.1994,186.0,83.0,Goalkeeper,9,3,0,6,0,1,0,0,7,1,0.33662816264272105,5.45402511307639e-05,0.3359668924003011,0.000225061636579017,1,0.336628162642721,0.33596689240030103,0.336628162642721,0.3359668924003011,0.0,0.0
mariano_5,2818,mariano_5, Mariano,Girondins Bordeaux,France,23.06.1986,177.0,69.0,Right Fullback,252,118,65,69,8,38,0,1,83,16,0.3598829100182056,0.00037449157052985374,0.5678719149315491,0.002106418182203386,4,0.35011894896833345,0.48656467505062706,0.3562105667631329,0.530013819313653,0.0,0.0
mario,2819,mario, Mario,Real Betis,Spain,02.02.1982,178.0,75.0,Center Back,160,63,33,64,3,30,5,1,46,5,0.36760505195548715,0.00022607309689316206,0.5767448921439232,0.0009915259209366063,3,0.34648322685494004,0.46231218039692706,0.3692356382955629,0.5849759909668657,0.36989359418717205,0.5882973115445439
mario-balotelli,2278,mario-balotelli,Mario Balotelli,Manchester City,England,12.08.1990,189.0,88.0,Center Forward,253,136,63,54,101,76,5,3,89,26,0.3613885057132584,0.0005003742679052634,0.5135172888368779,0.002853473635360873,5,0.3322835450292007,0.3820735546785267,0.36087082399521214,0.48126678833462055,0.301277692020467,0.34958382877526795
mario-eggimann,3972,mario-eggimann,Mario Eggimann,Hannover 96,Germany,24.01.1981,189.0,84.0,Center Back,328,139,70,119,23,46,1,0,91,17,0.34041223558832884,0.0007030298504305078,0.37919434961894466,0.0035469958860406756,1,0.3348418746160853,0.346516535219759,0.33760103003570563,0.3487585964456228,0.29508619258663693,0.48823529411764705
mario-goetze,1765,mario-goetze,Mario Götze,Borussia Dortmund,Germany,03.06.1992,176.0,64.0,Attacking Midfielder,213,140,41,32,67,10,0,1,82,24,0.34487296421882885,0.0002650925375419835,0.43500202210272426,0.001134497311531147,3,0.33508806228798904,0.3669961733757402,0.34200626973912673,0.39725101712849015,0.0,0.0
mario-gomez,1029,mario-gomez,Mario Gómez,Bayern München,Germany,10.07.1985,189.0,88.0,Center Forward,453,254,86,113,251,36,1,0,134,31,0.3533104165330849,0.001007644130070193,0.4966934920849568,0.0048646985585661705,2,0.33795833466953784,0.3903492147984091,0.3437231779862394,0.40486328606496647,0.0,0.0
mario-mandzukic,1767,mario-mandzukic,Mario Mandžukić,Bayern München,Germany,21.05.1986,187.0,84.0,Center Forward,282,162,53,67,122,52,1,1,113,30,0.3544400777588752,0.00029377143974196167,0.49654221209478305,0.0013127748735190313,2,0.3366705769381676,0.39282592529777804,0.3483229213298817,0.4356084788733549,0.0,0.0
mario-suarez,2823,mario-suarez, Mario Suárez,Atlético Madrid,Spain,24.02.1987,188.0,80.0,Defensive Midfielder,221,122,45,54,10,61,2,0,59,20,0.36307228616183096,0.00033168161731885186,0.5655351769080144,0.0019421345002456623,2,0.3382963335837629,0.41937086326366424,0.3668553493206416,0.5767557633550128,1.8494679709358604,2.9414865577227194
mark-noble,2113,mark-noble,Mark Noble,West Ham United,England,08.05.1987,180.0,70.0,Defensive Midfielder,318,129,71,118,37,61,3,0,67,11,0.3317878178433317,2.7856944904265894e-05,0.3824587604662139,0.00012300936399694778,2,0.32702733203977885,0.35776142527546034,0.3279656628892883,0.3615942233489366,0.653379367453448,0.712891124563048
mark-schwarzer,261,mark-schwarzer,Mark Schwarzer,Fulham FC,England,06.10.1972,194.0,85.0,Goalkeeper,718,277,183,258,0,12,0,1,166,52,0.3478625512272751,0.00041229116094426075,0.44877116475900786,0.002410404261529373,2,0.3291534617216806,0.3663862018207237,0.33244917726843337,0.38223069320351494,0.0,0.0
markel-bergara,2824,markel-bergara, Markel Bergara,Real Sociedad,Spain,05.05.1986,181.0,78.0,Defensive Midfielder,140,67,31,42,1,32,3,1,43,8,0.36592309604728845,0.0002885505134526444,0.5992849783349938,0.0013082155317793822,1,0.36691557786991685,0.5881283705701078,0.36867408404420804,0.5916720949158968,0.36989359418717205,0.5882973115445439
marko-arnautovic,1031,marko-arnautovic,Marko Arnautović,Werder Bremen,Germany,19.04.1989,192.0,83.0,Right Winger,213,79,51,83,44,26,2,2,101,25,0.35037211684555736,0.0010422855562654283,0.46501920898613686,0.004928865740062351,1,0.33153366077752816,0.3686408576220663,0.3456679588449228,0.4175679738668403,0.0,0.0
marko-basa,2279,marko-basa,Marko Baša,Lille OSC,France,29.12.1982,189.0,75.0,Center Back,288,127,90,71,21,30,2,2,103,33,0.3561091546646242,0.0005412697302838655,0.5936757327862762,0.0026626922976640418,2,0.33749537793654444,0.4073894149236855,0.349540752530751,0.5312077566228116,0.0,0.0
marko-marin,24,marko-marin,Marko Marin,Chelsea FC,England,13.03.1989,170.0,63.0,Attacking Midfielder,276,119,70,87,33,28,0,0,111,31,0.3523100991777794,0.0011270235089940789,0.4905771422341599,0.005370242151623011,1,0.33495445223239634,0.3760673056294825,0.34434431281400163,0.4107756191309379,0.0,0.0
markus-feulner,1033,markus-feulner,Markus Feulner,1. FC Nürnberg,Germany,12.02.1982,181.0,82.0,Attacking Midfielder,300,124,73,103,41,52,0,1,90,13,0.33964955360249194,0.0006900699384461822,0.3621865360698372,0.0030572467226124347,2,0.3364103567201407,0.3436277844837046,0.33763347633511614,0.34557696099665,0.0,0.0
markus-miller,8654,markus-miller,Markus Miller,Hannover 96,Germany,08.04.1982,189.0,92.0,Goalkeeper,228,89,50,89,0,6,0,0,73,2,0.33702334720539834,6.31443167213989e-05,0.3418948456960937,0.0002730818539145175,2,0.3366428914556057,0.3361883771861106,0.3367546910334026,0.33786487744676125,0.0,0.0
markus-rosenberg,1034,markus-rosenberg,Markus Rosenberg,West Bromwich Albion,England,27.09.1982,185.0,76.0,Center Forward,337,147,69,121,90,36,1,0,134,30,0.3481364823230886,0.00120525464462986,0.4695668511912177,0.0062984174279154025,2,0.3286729182981339,0.43798613214474885,0.34534855593533764,0.43183530607137904,0.0,0.0
marouane-chamakh,273,marouane-chamakh,Marouane Chamakh,Arsenal FC,England,10.01.1984,185.0,70.0,Center Forward,398,174,105,119,95,63,2,2,120,39,0.3216097071340922,0.008128346914422845,0.30693519950187,0.04013542413307262,2,0.32948189185438004,0.36572977815632796,0.3290045326513564,0.33676371979099246,0.0,0.0
marouane-fellaini,2115,marouane-fellaini,Marouane Fellaini,Everton FC,England,22.11.1987,194.0,85.0,Defensive Midfielder,324,147,93,84,51,81,4,2,96,27,0.35030456403307336,5.002867344357504e-05,0.5068287113433216,0.0002327829401838343,2,0.329898985342129,0.3773892566240746,0.3395849993841036,0.4397948649332506,0.9800690511801721,1.0693366868445722
marti,1036,marti, Martí,RCD Mallorca,Spain,28.04.1975,180.0,76.0,Defensive Midfielder,413,179,86,148,11,93,1,1,86,20,0.36517043160791984,0.0010743211654487387,0.5647608949898615,0.005001907820741906,2,0.34163115202552646,0.4373423530857235,0.3686248891525904,0.5820085336741577,0.325185154120009,0.538461538461538
martin-amedick,8655,martin-amedick,Martin Amedick,Eintracht Frankfurt,Germany,06.09.1982,194.0,85.0,Center Back,247,113,50,84,15,19,1,0,70,1,0.3366281626427214,5.454025113076392e-05,0.3359668924003006,0.00022506163657901707,1,0.3366281626427216,0.33596689240030103,0.3366281626427209,0.33596689240030103,0.0,0.0
martin-demichelis,1366,martin-demichelis,Martín Demichelis,Málaga CF,Spain,20.12.1980,184.0,80.0,Center Back,461,270,95,96,31,102,2,5,136,35,0.3534421627038042,0.00028990940640198073,0.5040940328428732,0.0016643391824385557,2,0.33381920917398994,0.3847813826137675,0.3495241038306331,0.4546110433639179,0.0,0.0
martin-harnik,1037,martin-harnik,Martin Harnik,VfB Stuttgart,Germany,10.06.1987,185.0,73.0,Center Forward,325,130,69,126,96,38,3,0,125,31,0.34830384961806415,0.0011800967100055544,0.4342934005156119,0.005488939592996979,1,0.33648251318351813,0.3669859434962854,0.3423673830956141,0.3856318940810331,0.0,0.0
martin-kelly,2834,martin-kelly,Martin Kelly,Liverpool FC,England,27.04.1990,191.0,77.0,Center Back,73,41,15,17,3,6,0,0,42,21,0.3474497256581004,0.0005512238573062394,0.479849425775733,0.0028803313140271466,2,0.32831983035587675,0.3625898248496937,0.3386338174406666,0.4274450453877813,0.0,0.0
martin-lanig,2835,martin-lanig,Martin Lanig,Eintracht Frankfurt,Germany,11.07.1984,190.0,79.0,Defensive Midfielder,275,125,51,99,30,69,2,0,81,12,0.3401734187014563,0.00017623322724673725,0.3903908317798352,0.0007788349980251151,1,0.3367449558416254,0.3486015477020822,0.33782030529842266,0.3534089581111878,0.0,0.0
martin-montoya,1482,martin-montoya, Martín Montoya,FC Barcelona,Spain,14.04.1991,174.0,74.0,Right Fullback,129,80,23,26,3,17,0,0,67,19,0.3642292721308267,0.00018777773971932394,0.595604153504801,0.000878364438748614,2,0.32909527044619946,0.4596611269612648,0.3649973762590057,0.5902274219460883,0.355498137405798,0.517225106182161
martin-skrtel,1038,martin-skrtel,Martin Škrtel,Liverpool FC,England,15.12.1984,191.0,81.0,Center Back,347,165,84,98,22,69,1,1,122,34,0.359953237060018,0.0016042318953473924,0.5895493893029088,0.009345918291015876,1,0.3305566016998213,0.3795127164395135,0.34307724921679356,0.4771825862381992,0.0,0.0
martin-stranzl,1039,martin-stranzl,Martin Stranzl,Bor. Mönchengladbach,Germany,16.06.1980,190.0,83.0,Center Back,435,178,112,145,22,70,4,5,142,32,0.35931504733207764,0.0012068822404601067,0.583418152218171,0.006219003675657953,2,0.33608472980586396,0.3902715342725812,0.352118931409341,0.5297389964203653,0.0,0.0
marvin-compper,7713,marvin-compper,Marvin Compper,1899 Hoffenheim,Germany,14.06.1985,185.0,75.0,Center Back,241,101,56,84,8,33,2,2,70,13,0.3511036932835728,0.0002978739724489533,0.41501674126768373,0.0013761873611959179,3,0.3404841122199128,0.3547974485014249,0.34206618547048623,0.3637535309351373,0.0,0.0
marvin-ducksch,14204,marvin-ducksch,Marvin Ducksch,Borussia Dortmund,Germany,07.03.1994,188.0,75.0,Center Forward,97,48,20,29,41,12,0,0,66,5,0.33840592047941975,8.474185353256542e-05,0.35194946301296076,0.00038273700254953363,1,0.3368759393879817,0.33798561729139054,0.3380297916524246,0.3506656482741091,0.0,0.0
marvin-martin,1040,marvin-martin,Marvin Martin,Lille OSC,France,10.01.1988,171.0,63.0,Attacking Midfielder,213,83,52,78,10,35,0,0,56,18,0.34374093295853136,0.0010006838257775163,0.43047583394176053,0.004664308860304953,2,0.33196262882239713,0.36799080823491714,0.3372182482009374,0.3622410418747096,0.0,0.0
marvin-plattenhardt,704,marvin-plattenhardt,Marvin Plattenhardt,1. FC Nürnberg,Germany,26.01.1992,181.0,76.0,Left Fullback,136,48,36,52,5,23,0,0,75,8,0.3382475221671873,0.00013060266980081543,0.35714960404229923,0.0005812174002645749,1,0.3361490122118841,0.34251519470492375,0.3375278912809463,0.3480762723627183,0.0,0.0
marwin-hitz,5240,marwin-hitz,Marwin Hitz,VfL Wolfsburg,Germany,18.09.1987,192.0,89.0,Goalkeeper,89,54,16,19,0,2,0,3,65,6,0.3392725194969535,0.00025560645906992966,0.36033826220717324,0.0010644550848418013,2,0.33726044764226926,0.3434342789129986,0.33855943450255377,0.35376620742779186,0.0,0.0
masoud-shojaei,297,masoud-shojaei,Masoud Shojaei,CA Osasuna,Spain,09.06.1984,184.0,73.0,Attacking Midfielder,170,60,43,67,18,29,2,0,69,14,0.36784944958200577,0.0004208666809423622,0.5452305442682948,0.001897961838620269,2,0.35887249374612123,0.47780249830587745,0.36878711022633487,0.5634626078939831,0.430278996934136,0.6490984743411929
massimo-volta,3123,massimo-volta,Massimo Volta,Levante UD,Spain,14.05.1987,184.0,70.0,Joker,180,67,56,57,9,57,1,2,72,8,0.382699224545366,0.00023896101391220317,0.5383314458851713,0.0011207388817685473,1,0.3769825242341639,0.5155799597375583,0.3847842230669595,0.5332217604121158,0.0,0.0
mata,705,mata, Mata,Chelsea FC,England,28.04.1988,170.0,61.0,Attacking Midfielder,369,203,77,89,94,31,0,0,113,40,0.35042535488571924,0.0007737438588624486,0.5276266273048341,0.002939112752895775,1,0.3280988184289475,0.4465065961704871,0.3499493003266033,0.4935645661997864,0.0,0.0
mathieu-bodmer,1041,mathieu-bodmer,Mathieu Bodmer,Paris Saint-Germain,France,22.11.1982,188.0,76.0,Defensive Midfielder,370,172,108,90,40,43,0,1,97,29,0.3474592134498925,0.0010916723576348622,0.4597729966530086,0.005166830306721335,1,0.3354315748725491,0.3872444601786901,0.33814681146472003,0.3758534083521483,0.325185154120009,0.538461538461538
mathieu-coutadeur,1042,mathieu-coutadeur,Mathieu Coutadeur,FC Lorient,France,20.06.1986,174.0,66.0,Defensive Midfielder,196,61,61,74,11,14,1,0,41,4,0.33441264177972796,0.0009657182935014269,0.3649429258921747,0.004386026539280328,1,0.33491759809994887,0.35272193641449806,0.3346271539226744,0.34213423085474826,0.0,0.0
mathieu-debuchy,1043,mathieu-debuchy,Mathieu Debuchy,Lille OSC,France,28.07.1985,187.0,72.0,Joker,337,162,93,82,20,65,4,2,101,28,0.34619988520498834,0.0010281347388673716,0.4495170487087135,0.004726333018204138,2,0.3306146633489853,0.37213430489431265,0.3385035621890364,0.38515055163555645,0.0,0.0
mathieu-deplagne,4720,mathieu-deplagne,Mathieu Deplagne,Montpellier HSC,France,01.10.1991,182.0,76.0,Joker,28,10,10,8,1,7,0,1,16,2,0.3359353571586279,0.00016301110400700628,0.3264747107426909,0.0006541779473416646,1,0.3349832017267474,0.33377674073751007,0.3353990165953689,0.33060024748232525,0.334683895844357,0.336100963135171
matija-nastasic,5243,matija-nastasic,Matija Nastasić,Manchester City,England,28.03.1993,187.0,79.0,Center Back,99,52,23,24,4,16,0,0,63,22,0.3611279364322231,0.0005570375737828021,0.5024609117606487,0.002678827316730692,2,0.33108301850156135,0.3726174439443831,0.3554749558134469,0.47018460626822284,0.0,0.0
mats-hummels,25,mats-hummels,Mats Hummels,Borussia Dortmund,Germany,16.12.1988,192.0,90.0,Center Back,319,181,74,64,32,36,0,1,99,26,0.34644923191658833,0.001084244509188096,0.453403375282544,0.0053018880877026865,2,0.3342935128657655,0.36739629112501415,0.3413054563718266,0.3887746771808145,0.0,0.0
matthew-briggs,6832,matthew-briggs,Matthew Briggs,Fulham FC,England,09.03.1991,188.0,84.0,Left Fullback,59,22,13,24,3,7,0,0,49,17,0.3437665203228666,0.00029267375217028365,0.4695899393502885,0.0014140527249936507,3,0.3275561242218524,0.3628636721280302,0.3414522179834931,0.4515805305119211,0.0,0.0
matthew-etherington,1515,matthew-etherington,Matthew Etherington,Stoke City,England,14.08.1981,178.0,67.0,Left Midfielder,414,163,100,151,35,29,1,1,81,7,0.32839919937914896,1.5390998114132672e-05,0.36842149031144006,6.678743821786825e-05,1,0.3268163584140611,0.3575211734222891,0.3270241541804596,0.3587886786352029,0.0,0.0
matthew-taylor,2118,matthew-taylor,Matthew Taylor,West Ham United,England,27.11.1981,178.0,73.0,Left Midfielder,435,159,101,175,54,41,0,1,77,4,0.32838217491677035,1.4775968669433875e-05,0.36859868101167453,6.257406298275774e-05,2,0.3267410023483279,0.3568160745709485,0.32698927412128415,0.35859680398778043,1.6334484186336202,1.78222781140762
matthew-upson,1045,matthew-upson,Matthew Upson,Stoke City,England,18.04.1979,185.0,72.0,Center Back,449,181,110,158,18,46,0,2,117,20,0.3348537061383575,0.0011032608528150595,0.4047317742223424,0.005880364247437233,2,0.32705018268527414,0.35865662309249857,0.3293208474271807,0.3728492482476888,0.0,0.0
matthias-ginter,9166,matthias-ginter,Matthias Ginter,SC Freiburg,Germany,19.01.1994,188.0,85.0,Center Back,133,61,32,40,27,11,0,0,68,15,0.3414221522222013,9.387455926206377e-05,0.4135943939064991,0.000452513810767174,1,0.33553864455865234,0.3530517338721659,0.3390860755890995,0.3760935270180481,0.0,0.0
matthias-jaissle,8658,matthias-jaissle,Matthias Jaissle,1899 Hoffenheim,Germany,05.04.1988,186.0,83.0,Center Back,76,40,17,19,3,10,0,0,44,2,0.3373841951778224,5.641588567121422e-05,0.34170167465357904,0.00023436327804264646,2,0.3368054170109058,0.3373552333523794,0.3370658656893587,0.33928702949430406,0.0,0.0
matthias-ostrzolek,706,matthias-ostrzolek,Matthias Ostrzolek,FC Augsburg,Germany,05.06.1990,178.0,71.0,Left Fullback,157,71,34,52,1,25,2,0,74,9,0.3399594173510535,0.0002196665770218282,0.36923812230450226,0.0013656010054583334,1,0.3371331611365612,0.34084286159184946,0.3381983081740366,0.3516488733742557,0.0,0.0
matthieu-chalme,1046,matthieu-chalme,Matthieu Chalmé,Girondins Bordeaux,France,07.10.1980,179.0,75.0,Right Fullback,326,147,89,90,4,73,3,4,87,27,0.3458513054336751,0.0010854791815278898,0.45834820154574785,0.0052445870837427395,2,0.33310244678794765,0.37788336689516877,0.3382301048959813,0.3808157128958319,0.48777773118001344,0.807692307692307
matthieu-delpierre,1047,matthieu-delpierre,Matthieu Delpierre,1899 Hoffenheim,Germany,26.04.1981,193.0,86.0,Center Back,346,143,86,117,9,58,3,3,103,22,0.34546767771255016,0.0009283239673085475,0.429543250936768,0.004285800788294708,2,0.3362979726319823,0.3700303238103926,0.3396965502300696,0.3697789859365963,0.0,0.0
matthieu-valbuena,1048,matthieu-valbuena,Matthieu Valbuena,Olympique Marseille,France,28.09.1984,167.0,58.0,Right Midfielder,333,156,83,94,37,35,0,0,88,29,0.35096311835721744,0.0012099596383625042,0.47951837110791506,0.0060060407540223505,1,0.3356045026380821,0.3991553778813464,0.3406153023392386,0.3880254349476646,0.0,0.0
maurice-edu,425,maurice-edu,Maurice Edu,Stoke City,England,18.04.1986,183.0,85.0,Defensive Midfielder,216,110,48,58,19,37,2,1,92,30,0.3373540195084721,1.5214023772208793e-05,0.39349869842763235,8.301350816939002e-05,5,0.32737959764907204,0.4569785827983432,0.3348760349296076,0.3941425233449867,0.32724875366416606,0.45947127143580696
maurizio-lanzaro,2847,maurizio-lanzaro,Maurizio Lanzaro,Real Zaragoza,Spain,14.03.1982,183.0,80.0,Joker,230,58,61,111,7,74,7,3,85,3,0.3821437967575506,0.00022925686692373527,0.5418979112112152,0.0010660855015520395,2,0.38131400755972095,0.5394492527473855,0.3827735129262844,0.5411458942148061,0.36989359418717205,0.5882973115445439
max-gruen,8991,max-gruen,Max Grün,SpVgg Greuther Fürth,Germany,05.04.1987,190.0,86.0,Goalkeeper,116,50,32,34,0,1,0,1,49,1,0.3366281626427212,5.45402511307639e-05,0.33596689240030075,0.00022506163657901696,1,0.33662816264272144,0.33596689240030103,0.336628162642721,0.33596689240030086,0.336628162642721,0.33596689240030103
max-kruse,14305,max-kruse,Max Kruse,SC Freiburg,Germany,19.03.1988,180.0,82.0,Center Forward,258,116,46,96,57,18,0,0,81,12,0.340129557881048,7.90736357984206e-05,0.37779016257954334,0.00037970233243175675,2,0.3294375041717766,0.4325096082872109,0.3377274378919632,0.34909745396820285,0.0,0.0
maxim-choupo-moting,8389,maxim-choupo-moting,Maxim Choupo-Moting,1. FSV Mainz 05,Germany,23.03.1989,190.0,84.0,Center Forward,196,73,49,74,39,7,0,0,76,22,0.33481993784668884,0.00012065453670598692,0.37604727746534716,0.0005813775374889999,4,0.3345715142862313,0.35193170312945393,0.33592701425242255,0.3515082662010331,0.0,0.0
maxime-gonalons,2848,maxime-gonalons,Maxime Gonalons,Olympique Lyon,France,10.03.1989,186.0,76.0,Defensive Midfielder,192,96,43,53,9,42,3,0,56,20,0.34652282331568923,0.0002660873467317874,0.44885406266439304,0.0012084776001127463,1,0.3281877782522388,0.4472363499535255,0.3397700187210677,0.38189991738828444,1.109680782561516,1.7648919346336318
maxime-poundje,2849,maxime-poundje,Maxime Poundje,Girondins Bordeaux,France,16.08.1992,179.0,71.0,Joker,29,10,7,12,0,5,0,3,22,9,0.3438151339277992,0.0002695378593082057,0.43338634553463573,0.0012308629932293374,4,0.33348691534234676,0.378552074264641,0.3416110419766235,0.40990366702442027,0.36989359418717205,0.5882973115445439
maximilian-arnold,8960,maximilian-arnold,Maximilian Arnold,VfL Wolfsburg,Germany,27.05.1994,183.0,74.0,Attacking Midfielder,104,64,22,18,33,16,0,1,64,6,0.3388365861670802,6.199444349298381e-05,0.3534306977025622,0.0002666150948996725,1,0.3375512998379627,0.3423552787564075,0.33798719250386494,0.3467138495093848,0.0,0.0
maximilian-beister,707,maximilian-beister,Maximilian Beister,Hamburger SV,Germany,06.09.1990,180.0,81.0,Right Midfielder,178,85,43,50,60,30,1,1,85,12,0.3384802733357401,0.00022872126090350118,0.3597610213402549,0.0014130803987081914,1,0.33722026885263445,0.3409498112757628,0.33767763627673375,0.3487483503806947,0.0,0.0
